index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
2495,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support,Cash grants,The Zankel Fund,"New York City, NY United States","National Public Radio, Inc.","Washington, DC United States",For unrestricted charitable purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2496,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Public engagement and education; Equal access; Program support,Cash grants,United Jewish Foundation,"Bloomfield Hills, MI United States",Sherpa Foundation,"Edwards, CO United States",To support himalayan culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2497,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Ethics and accountability; Public engagement and education; Systems reform,Cash grants,Wallace Global Fund II,"Washington, DC United States",Friends of the Earth Nigeria,"Lagos, Nigeria",Support for work on government and corporate accountability,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2498,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Warner Fund Inc,"New York City, NY United States","International Center for Journalists, Inc.","Washington, DC United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2499,"$10,000",2019,,1 year,Bringing Data to Life,"Journalism, news and information; Investigative journalism",Economically disadvantaged people,Presentations and productions; Public engagement and education,Cash grants,Woods Charitable Fund Inc,"Lincoln, NE United States",OpenSky Policy Institute,"Lincoln, NE United States","With your support, Opensky will secure the services of freelance journalists to help put real faces behind the data and analysis we have become known for. The stories these journalists produce will bolster our website content to make our data “come to life”, and also help us pitch new story angles and sources for the mainstream journalists who cover our issues. The purpose of the project is to make our analysis more relatable, thus increasing coverage of our issues and legislative support of our positions.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2500,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Public engagement and education,Cash grants,Abettor Foundation,"New York City, NY United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",Education,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2501,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Beloved in Christ Foundation,"Marble Falls, TX United States",Inspiring Philosophy Ministries,"Tucson, AZ United States",General operating purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2502,"$10,000",2019,Discretionary,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Adults; Researchers; Activists,General support,Cash grants,Bernard and Anne Spitzer Charitable Trust,"New York City, NY United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",General operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2503,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support,Cash grants,Bydale Foundation,"Pennington, NJ United States","National Public Radio, Inc.","Washington, DC United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2504,"$10,000",2019,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",Adults,General support,Cash grants,Cambridge Charitable Foundation,"Cincinnati, OH United States","Cincinnati Public Radio, Inc.","Cincinnati, OH United States",General programs and operating funds,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2505,"$10,000",2019,,1 year,,"Journalism, news and information; Constituency journalism",Adolescents; Adolescent boys; Adolescent girls,Program support,Cash grants,Cascade Foundation,"Rockport, ME United States",Orphan Foundation of America D/b/a Foster Care to Success Foundation,"Cleveland, OH United States",Youth mentorprogramunder priviledge,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2506,"$10,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,Individual development; Scholarships,Cash grants,Charles Koch Institute,"Arlington, VA United States",Student Free Press Association,"Hillsdale, MI United States",Education,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2507,"$10,000",2019,Environment,1 year,Global Investigative Journalism Network,"Journalism, news and information; Investigative journalism",Adults,Network-building and collaboration,Cash grants,CHARLES STEWART MOTT FOUNDATION,"Flint, MI United States",Global Investigative Journalism Network,"Washington, DC United States","This grant will cover the costs of a one-year fellowship for a Brazilian journalist with the Global Investigative Journalism Network, including attendance at the Global Investigative Journalism conference in 2019. The grantee was founded in 2003 and serves as an international hub for journalists, with 182 member organizations in 78 countries, and daily news feeds in eight languages.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2508,"$10,000",2019,,1 year,,"Media Content and Platforms; Television; Radio; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Cloud Mountain Foundation C/o Wffa Pllc,"New York City, NY United States",Democracy Now Productions Inc,"New York City, NY United States",Civic,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2509,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism; Advocacy journalism",Not Specified,General support,Cash grants,COMMUNITY FOUNDATION OF THE QUINCY AREA,"Quincy, IL United States",Voice of San Diego,"San Diego, CA United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2510,"$10,000",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Adults; Researchers; Activists,General support,Cash grants,David and Katherine Moore Family Foundation,"Rye Brook, NY United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",For general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2511,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Program support; Advocacy,Cash grants,Dow Jones Foundation,"New York City, NY United States",National Association of Hispanic Journalists,"Washington, DC United States",PROVIDE PROGRAMS AND SERVICES AND ADVOCATE ON BEHALF OF HISPANIC JOURNALISTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2512,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,East Bay Community Foundation,"Oakland, CA United States",Media Matters for American,"WASHINGTON, DC United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2513,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Eliza & Hugh Culverhouse Family Foundation,"Coral Gables, FL United States","National Public Radio, Inc.","Washington, DC United States",Donation,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2514,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Program support; Individual development,Cash grants,Ellen Glazer Ziegler Foundation,"Des Moines, IA United States",Arizona State University Foundation,"Tempe, AZ United States",Walter Conkite School of Journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2515,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Conferences and exhibitions,Cash grants,Endowment for Health Inc,"Concord, NH United States",Health Strategies of New Hampshire Inc,"Concord, NH United States","To reduce/eliminate information disorder by providing a one day workshop for journalists on how to discover, verify and ethically and responsibly report.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2516,"$10,000",2019,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,Not Specified,Cash grants,Farallon Foundation,"Pleasanton, CA United States",International Documentary Association,"Los Angeles, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2517,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism; Advocacy journalism",Adults; Students,Not Specified,Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",The Iowa Center for Public Affairs Journalism,"Urbandale, IA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2518,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Reporters Instructed in Saving Colleagues Inc,"Pound Ridge, NY United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2519,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Telecommunications infrastructure; Telecommunications Infrastructure, general; Journalism, news and information; Constituency journalism",Not Specified,Online media; General support; Program support,Cash grants,Gc Murphy Foundation,"Mckeesport, PA United States",Tube City Community Media Inc,"Mckeesport, PA United States","Internet radio news, operating support. Digital media center",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2520,"$10,000",2019,,1 year,,"Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Families,General support,Cash grants,George a & Nancy P Shutt Foundation,"Dallas, TX United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",OPERATING BUDGET,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2521,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Jewish people; Adults; Parents,Not Specified,Cash grants,Gorlin Family Foundation,"Silver Spring, MD United States",70 Faces Media,"New York City, NY United States",Education,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2522,"$10,000",2019,Human Services,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",Bridge Alliance Education Fund,"Palm Beach Gardens, FL United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2523,"$10,000",2019,Human Services,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",James W Foley Legacy Foundation Inc,"Portsmouth, NH United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2524,"$10,000",2019,,1 year,,"Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Ethnic and racial groups,Not Specified,Cash grants,Harnisch Family Foundation Inc,"New York City, NY United States",ISSUE ONE,"Washington, DC United States",Charitable,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2525,"$10,000",2019,,1 year,,"Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Families,General support,Cash grants,Harry S Moss Foundation,"Dallas, TX United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2526,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults; Students,Conferences and exhibitions,Cash grants,Health Foundation for Western & Central New York,"Buffalo, NY United States",Center for Excellence in Health Care Journalism,"Columbia, MO United States",Center for healthcare journalism - 2020 national conference support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2527,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Girls,Program support; Capacity-building and technical assistance,Cash grants,Hollywood Foreign Press Association,"West Hollywood, CA United States",GLOBAL GIRL MEDIA,"Oakland, CA United States",Media training for la high school girls,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2528,"$10,000",2019,,1 year,,"Telecommunications infrastructure; Internet access; Media access and policy; Media democracy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Low-income people,"Equal access; Policy, advocacy and systems reform",Cash grants,Holthues Trust,"Muscatine, IA United States",Free Press,"Washington, DC United States",Operating,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2529,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism education",Low-income people,Program support,Cash grants,Irving S Gilmore Foundation,"Kalamazoo, MI United States",Local Initiatives Support Corp.,"New York City, NY United States",On the Ground Kalamazoo Journalist Project,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2530,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,General support,Cash grants,J.M. Kaplan Fund,"New York City, NY United States",MARSHALL PROJECT INC,"New York City, NY United States",General operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2531,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Age groups; Ethnic and racial groups,Not Specified,Cash grants,James and Rebecca Morgan Charitable Foundation,"Palo Alto, CA United States",CalMatters,"Sacramento, CA United States",Public charity,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2532,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Publications; Program support,Cash grants,Janet and Clint Reilly Family Foundation,"San Francisco, CA United States",San Francisco Progressive Media Center,"San Francisco, CA United States",Program which publishes quality local journalism in San Francisco,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2533,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Online media,Cash grants,John Templeton Foundation,"West Conshohocken, PA United States",The Conversation US,"Waltham, MA United States",General Donation,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2534,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Age groups; Ethnic and racial groups,General support,Cash grants,Juan M Cordova Foundation,"Chicago, IL United States",Guardian Org Foundation,"Washington, DC United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2535,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Not Specified,Cash grants,Lau & Bea Christensen Charitable Foundat,"Madison, WI United States",Wisconsin Center for Investigative Journalism,"Madison, WI United States",Donation,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2536,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Children and youth; Students,Program support; Public engagement and education,Cash grants,Lincoln & Therese Filene Foundation Inc #0706176,"Boston, MA United States",iCivics,"Cambridge, MA United States",News media & literacy program,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2537,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Academics,Recordings and broadcasts,Cash grants,Minnesota Historical Society,"St Paul, MN United States",University of St Thomas,"St Paul, MN United States",Legacy grant for the project 1968 and the War for America's Soul.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2538,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism education",Not Specified,Internships; Fellowships; Leadership and professional development,Cash grants,Montana Community Foundation Inc,"Helena, MT United States",HIGH COUNTRY NEWS,"Paonia, CO United States",Journalist internship/fellowship program,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2539,"$10,000",2019,,1 year,,"Journalism, news and information; Advocacy journalism",Incarcerated people; Low-income people,General support,Cash grants,Morgan Stanley Global Impact Funding Trust Inc,"INDIANAPOLIS, IN United States",Human Rights Defense Center Inc,"Lake Worth Beach, FL United States",Unrestricted general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2540,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",Adults,General support,Cash grants,Morgan Stanley Global Impact Funding Trust Inc,"INDIANAPOLIS, IN United States",The Center for Investigative Reporting,"Emeryville, CA United States",Unrestricted general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2541,"$10,000",2019,,1 year,,"Journalism, news and information; Constituency journalism",Women and girls,General support,Cash grants,Mwc Foundation Inc #0726315,"Boston, MA United States",Boston Womens Health Book Collective Inc,"Newton Center, MA United States",General fund,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2542,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism education",Academics,Not Specified,Cash grants,National Philanthropic Trust,"Jenkintown, PA United States","CUNY Graduate School of Journalism Foundation, Inc.","New York City, NY United States",Education,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2543,"$10,000",2019,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,Not Specified,Cash grants,National Philanthropic Trust,"Jenkintown, PA United States",International Documentary Association,"Los Angeles, CA United States",Culture & arts,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2544,"$10,000",2019,,1 year,,"Journalism, news and information; Advocacy journalism",Not Specified,General support,Cash grants,Neal & Jane Freeman Foundation Inc,"Fernandina Beach, FL United States",National Review Institute,"New York City, NY United States",UNRESTRICTED DIRECT CONTRIBUTION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2545,"$10,000",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Adults; Researchers; Activists,Not Specified,Cash grants,Nexstar Charitable Foundation,"New York City, NY United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2546,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,Online News Association,"Washington, DC United States","Northern Arizona University Foundation, Inc.","Flagstaff, AZ United States",Challenge fund for innovation in journalism education,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2547,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics; People of African descent,Program support,Cash grants,Online News Association,"Washington, DC United States",The Howard University,"Washington, DC United States",Challenge fund for innovation in journalism education,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2548,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism; Journalism education",Not Specified,Public engagement and education; Program support; Equal access,Cash grants,Online News Association,"Washington, DC United States","Electronic Frontier Foundation, Inc.","San Francisco, CA United States",Journalism 360 project grant,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2549,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism education",Not Specified,Program support,Cash grants,Online News Association,"Washington, DC United States",University of North Carolina School of Information and Library Science,"Chapel Hill, NC United States",Challenge fund for innovation in journalism education,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2550,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism; Journalism education",Not Specified,Public engagement and education; Program support; Equal access,Cash grants,Online News Association,"Washington, DC United States",Gisa Inc,"New York City, NY United States",Journalism 360 project grant,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2551,"$10,000",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,P & C Collins Fund,"New York City, NY United States","Committee to Protect Journalists, Inc.","New York City, NY United States","General, operational",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2552,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Recordings and broadcasts; Program support,Cash grants,Quest Foundation,"Danville, CA United States",Chapter 510 Ink,"Oakland, CA United States",Reel stories - a filmmaking program for girls,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2553,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Public engagement and education; Program support,Cash grants,R&m Goldberg Family Foundation Inc,"New Hyde Park, NY United States",Crohn's & Colitis Foundation of America,"New York City, NY United States","""PUBLIC""",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2554,"$10,000",2019,,1 year,,"Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Ethnic and racial groups,General support,Cash grants,"Rockefeller Philanthropy Advisors, Inc.","New York City, NY United States",ISSUE ONE,"Washington, DC United States",General,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2555,"$10,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,Not Specified,Cash grants,Ronald and Janet Schutz Family Foundation,"Wilmington, DE United States",The Charlemagne Institute,"Bloomington, MN United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2556,"$10,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Citizen journalism",Not Specified,Not Specified,Cash grants,Roslyn Milstein Meyer and Jerome Meyer Foundation R&j Meyer Trustees,"New York City, NY United States",Online Journalism Project Incorporated,"New Haven, CT United States",Public charities,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2557,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults,General support,Cash grants,Rubin Family Foundation,"Conshohocken, PA United States",PHILADELPHIA CITIZEN,"Philadelphia, PA United States",SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2558,"$10,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Print; Journalism, news and information; Investigative journalism; Advocacy journalism",Adults; Religious groups,General support,Cash grants,Sarkes and Mary Tarzian Foundation Inc,"Bloomington, IN United States","American Spectator Educational Foundation, Inc.","Arlington, VA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2559,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Program support,Cash grants,Seattle Foundation,"Seattle, WA United States",KUOW-PUGET SOUND PUBLIC RADIO,"Seattle, WA United States",Multicultural Radioactive youth journalism program,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2560,"$10,000",2019,Printing and Publishing,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",MARSHALL PROJECT INC,"New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2561,"$10,000",2019,Film and Video,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",International Documentary Association,"Los Angeles, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2562,"$10,000",2019,Film and Video,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",International Documentary Association,"Los Angeles, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2563,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Tegna Foundation Inc,"Mc Lean, VA United States",Investigative Reporters and Editors Inc,"Columbia, MO United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2564,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",People of Latin American descent,General support,Cash grants,Tegna Foundation Inc,"Mc Lean, VA United States",National Association of Hispanic Journalists Inc,"Washington, DC United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2565,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,The Boston Foundation,"Boston, MA United States","PRO Publica, Inc.","New York City, NY United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2566,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,The Boston Foundation,"Boston, MA United States",Mother Jones,"San Francisco, CA United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2567,"$10,000",2019,,1 year,,"Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Families,General support,Cash grants,The Chicago Community Trust,"Chicago, IL United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",General operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2568,"$10,000",2019,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Clinton Family Fund,"Chicago, IL United States",Colorado Public Radio,"Centennial, CO United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2569,"$10,000",2019,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Connie Burwell White and William W White Foundation,"Denver, CO United States",Colorado Public Radio,"Centennial, CO United States",General,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2570,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Advocacy journalism",Not Specified,Not Specified,Cash grants,The Crawford Family Foundation,"Wilmington, DE United States",Global Media Outreach,"Plano, TX United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2571,"$10,000",2019,,1 year,,"Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",Not Specified,Conferences and exhibitions,Cash grants,The Curtis L Carlson Family Foundation,"Hopkins, MN United States",Thomson Reuters Foundation Inc,"New York City, NY United States",2019 Trust Conference,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2572,"$10,000",2019,,1 year,,"Journalism, news and information; Constituency journalism",Religious groups,Program support; Public engagement and education,Cash grants,The Esther and Hyman Rapport Philanthropic Trust,"Beachwood, OH United States",Jewish News Service Inc,"Newton Center, MA United States",To assist 501(C)(3) organization,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2573,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Felucca Fund,"Mc Lean, VA United States","International Center for Journalists, Inc.","Washington, DC United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2574,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism; Journalism education",Not Specified,Program support,Cash grants,The Henry Foundation,"Midland, TX United States",MARFA PUBLIC RADIO CORPORATION,"Marfa, TX United States",Midland Reporter Fellowship,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2575,"$10,000",2019,,1 year,,"Journalism, news and information; Advocacy journalism",Not Specified,Not Specified,Cash grants,The Immerman Foundation,"Cleveland, OH United States",Human Rights Voices,"Norfolk, VA United States",Lawfare,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2576,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,General support,Cash grants,The IV Fund,"Folsom, CA United States",MARSHALL PROJECT INC,"New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2577,"$10,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The John and Rosemary Brown Family Foundation,"Atlanta, GA United States",ArtsATL,"Atlanta, GA United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2578,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism education",Academics,Not Specified,Cash grants,The LBJ Family Foundation,"Austin, TX United States",University of Southern California - Annenberg School for Communication and Journalism,"Los Angeles, CA United States",Organization's exempt purpose,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
