index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
2588,"$20,000",2022,Beyond Current Program Structure,1 year,,"Journalism, news and information; Journalism, news, and information, general",Artists and performers,Program support,Cash grants,The Ford Foundation,"New York City, NY United States",Caribbean Agroecology Institute Inc (fka Vermont Caribbean Institute Inc),"Burlington, VT United States","For the Ludwig Foundation of Cuba Arts and Culture Programming to support students, artists and film makers to create artistic expression and to build connection across",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2589,"$20,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Adults,Program support; General support,Cash grants,The Fred a & Barbara M Erb Family Foundation,"Birmingham, MI United States",The Center for Michigan,"Ypsilanti, MI United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2590,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Genevieve Mcmillan-Reba Stewart Foundation,"Norwood, MA United States",Magnum Cultural Foundation,"New York City, NY United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2591,"$20,000",2022,Community and Opportunity,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Heising-Simons Foundation,"Los Altos, CA United States",Journal-Isms Inc,"Alexandria, VA United States",for general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2592,"$20,000",2022,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Lois & Irving Blum Foundation Inc,"Baltimore, MD United States","Committee to Protect Journalists, Inc.","New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2593,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Ethics and accountability; Program support,Cash grants,The Lulu Foundation,"Minneapolis, MN United States",Reporters Without Borders Inc,"Washington, DC United States",TO SUPPORT YOUR MISSION OF UPHOLDING THE INTEGRITY OF JOURNALISM.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2594,"$20,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Print; Journalism, news and information; Journalism, news, and information, general",Adults; Caregivers; Families,Program support; General support,Cash grants,The Miami Foundation,"Miami, FL United States",Advocate Media - Dallas Inc,"Dallas, TX United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2595,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support,Cash grants,The Mill Foundation Ltd,"Burlington, VT United States","National Public Radio, Inc.","Washington, DC United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2596,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,Annual campaigns; General support,Cash grants,The Namaste Foundation Inc,"Columbus, IN United States",Orion Society,"Northampton, MA United States",Annual Campaign,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2597,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,The Rice Family Foundation C/o Eve Hart Rice Md,"Bedford, NY United States","PRO Publica, Inc.","New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2598,"$20,000",2022,,1 year,,"Media Content and Platforms; Television; Radio; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; General support,Cash grants,The Richard W Rupp Foundation,"Buffalo, NY United States",Democracy Now Productions Inc,"New York City, NY United States",PROGRAM SERVICES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2599,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",Greenwich Education Group's School Foundation Inc,"Stamford, CT United States",SUPPORT ORGANIZATION'S PROGRAMS & ACTIVITIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2600,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism; Advocacy journalism",Not Specified,General support,Cash grants,The UCLA Foundation,"Los Angeles, CA United States",Voice of San Diego,"San Diego, CA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2601,"$20,000",2022,,1 year,,"Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,Not Specified,Cash grants,The Westfield Insurance Foundation,"Westfield Center, OH United States",Ideastream,"Cleveland, OH United States",General Donation,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2602,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults,Not Specified,Cash grants,Thomas Skelton Harrison Foundation,"PHILADELPHIA, PA United States",PHILADELPHIA CITIZEN,"Philadelphia, PA United States",GOVT MISDEEDS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2603,"$20,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Ting Tsung & Wei Fong Chao Foundation,"Houston, TX United States",TEXAS TRIBUNE INC,"Austin, TX United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2604,"$20,000",2022,,1 year,,"Journalism, news and information; Constituency journalism",Adolescents; Adolescent boys; Adolescent girls,General support,Cash grants,Todd and Mary Heistand Family Foundation,"Woodbine, IA United States",Go Beyond Nebraska (f/k/a Buford Foundation Inc),"Omaha, NE United States",OPERATING EXPENSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2605,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Families; Women and girls,General support,Cash grants,Two West Foundation,"New York City, NY United States",Fuller Project for International Reporting Inc,"Washington, DC United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2606,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Children and youth; Students,Recordings and broadcasts; Program support,Cash grants,Tyson Family Foundation Inc,"Fayetteville, AR United States",Springdale Public Schools,"Springdale, AR United States",MEDIA PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2607,"$20,000",2022,Migrant Justice,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Advocacy journalism",Victims of crime and abuse; Activists,General support,Cash grants,"Unitarian Universalist Service Committee, Inc.","Cambridge, MA United States",Fundaeric,"El Progreso, Honduras","This grant will support Radio Progreso's general operating expenses for the next year, which contribute to their strategic planning priorities. Promote the social political subject, organized and in movement that celebrates, transforms and builds collective power expressed in sovereign initiatives. Promote the defense of the territory and common goods, through the articulation of community experiences, construction of alternative proposals and visibility of expressions of territorial sovereignty that make a dignified, sustainable and healthy life possible. Contribute to the construction of a new democratic institutionality that contributes to the reduction of conflicts, social injustices and violence, promoting relationships of care and respect in the common home. Encourage an informed, participatory citizenry that denounces, proposes and celebrates expressions of sovereignty, through education and popular communication. Strengthen ERIC-RP to guarantee comprehensive human, technical, financial and political sustainability, via the institutional strategy",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2608,"$20,000",2022,,1 year,,"Media access and policy; Media justice; Journalism, news and information; Citizen journalism",Victims of crime and abuse,Not Specified,Cash grants,Vanguard Charitable,"Malvern, PA United States","Witness, Inc.","New York City, NY United States",For recipient's exempt purpose,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2609,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,Walton Family Foundation,"Bentonville, AR United States",Voice of Diversity,"Cave Springs, AR United States","To support the development of Amplified, a program that builds the local journalism pipeline while providing a platform for youth expression.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2610,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support; Public engagement and education,Cash grants,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,"Arlington, VA United States",EDUCATION WRITERS ASSOCIATION,"Washington, DC United States",GENERAL SUPPORT FOR FURTHERANCE OF THEIR MISSION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2611,"$20,000",2022,Sexual Health and Rights,1 year and 8 months,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Women and girls,Program support; Advocacy,Cash grants,"American Jewish World Service, Inc.","New York City, NY United States",Point of View,"Mumbai, India","To celebrate the leadership of young people in changing media narratives on early and child marriage through highlighting issues of agency and choice, Point of View (POV) will organize a three-day national convening of adolescent and young film makers and content creators who POV had trained in media skills. These young media activists had contributed their stories to the Missing Voices campaign in the last two years which focused on rights-related issues that are often ignored such as gender-based violence or sexuality. This event shall highlight the power of young people to shift narratives and advocate for public and private actors to provide support and platforms for these emerging leaders to be visible and impactful.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2612,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Earned income; Public engagement and education; Program support,Cash grants,American Journalism Project Inc,"Washington, DC United States",Underscore Media Collaboration,"Portland, OR United States",TO GROW AND DIVERSIFY REVENUE AND TO ADVANCE TOWARD A SUSTAINABLE MODEL FOR LOCAL NEWS.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2613,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Children and youth; Students; Adults,Recordings and broadcasts; Public engagement and education; Performances,Cash grants,Anschutz Family Foundation,"Denver, CO United States",Rocky Mountain Public Media Inc,"Denver, CO United States","To support the production of Colorado Voices, a news coverage program that features stories from Coloradans statewide.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2614,"$20,000",2022,,1 year,,"Media Content and Platforms; Print; Mobile media; Journalism, news and information; Investigative journalism; Constituency journalism",Ethnic and racial groups; At-risk youth; Economically disadvantaged people; Victims and oppressed people; Artists and performers; Activists,General support,Cash grants,Associated Jewish Charities of Baltimore,"Baltimore, MD United States",The Venetoulis Institute for Local Journalism,"Baltimore, MD United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2615,"$20,000",2022,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Bny Mellon Charitable Gift Fund C/o Bny Mellon Na,"Boston, MA United States","Committee to Protect Journalists, Inc.","New York City, NY United States",TO FURTHER THE ORGANIZATION'S EXEMPT PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2616,"$20,000",2022,Education,3 months,,"Journalism, news and information; Journalism, news, and information, general",Academics,Individual development,Cash grants,Conrad N Hilton Foundation,"Westlake Village, CA United States",Pasadena City College Foundation,"Pasadena, CA United States",to support the James R. Galbraith Endowed Scholarship for Speech and for the James R. Galbraith Endowed Journalism Scholarship,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2617,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Public engagement and education; Presentations and productions; Program support,Cash grants,Cooke Foundation Limited,"Honolulu, HI United States",Honolulu Civil Beat Inc,"Honolulu, HI United States",COMMUNITY HEALTH REPORTING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2618,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,General support,Cash grants,Coypu Foundation Trust Xxxxx3002,"Chicago, IL United States",SOUTH WINGS INC,"Asheville, NC United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2619,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Economically disadvantaged people,Data and measurement systems; Program support,Cash grants,DataKind,"Brooklyn, NY United States",Center On Rural Innovation Inc,"Hartland, VT United States",SUBGRANT TO SUPPORT DATA SCIENCE PROJECT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2620,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Low-income people; Students,Data and measurement systems; Program support,Cash grants,DataKind,"Brooklyn, NY United States",Complete College America Inc,"Indianapolis, IN United States",SUBGRANT TO SUPPORT DATA SCIENCE PROJECT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2621,"$20,000",2022,,1 year,,"Journalism, news and information; Advocacy journalism",Adults; Activists,Public engagement and education; Program support,Cash grants,Defense Against Thought Control Foundation Inc C/o Lee Goldstein,"Cambridge, MA United States","Fairness & Accuracy In Reporting, Inc.","New York City, NY United States",ADVOCATES FOR GREATER DIVERSITY OF PERSPECTIVES IN NEWS REPORTING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2622,"$20,000",2022,,1 year,,"Media Content and Platforms; Print; Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Delaware Humanities Council,"Wilmington, DE United States",Maryland-Delaware-Dc Press Foundation Inc,"Baltimore, MD United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2623,"$20,000",2022,,1 year,,"Journalism, news and information; Constituency journalism",Adolescents; Adolescent boys,Equal access; Advocacy; Program support,Cash grants,Finn Family Foundation Inc,"New Waverly, TX United States","Boys & Girls Club of the Highland Lakes, Inc.","Marble Falls, TX United States",SUPPORT TOCOMMUNITY YOUTH,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2624,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Fore River Foundation,"Portland, ME United States",Center for Public Integrity,"Washington, DC United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2625,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Public engagement and education; Program support,Cash grants,Frost Family Foundation,"Makawao, HI United States",Honolulu Civil Beat Inc,"Honolulu, HI United States",CLIMATE CHANGE REPORTING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2626,"$20,000",2022,Human Services,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Public engagement and education,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",COUNCIL FOR THE ADVANCEMENT OF SCIENCE WRITING INC,"Seattle, WA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2627,"$20,000",2022,,1 year,,"Journalism, news and information; Constituency journalism",Not Specified,Not Specified,Cash grants,Harris Family Foundation,"Chicago, IL United States",Wbez Chicago Public Radio,"CHICAGO, IL United States",Not Specified,https://apps.irs.gov/pub/epostcard/cor/366054378_202202_990PF_2023061221448200.pdf
2628,"$20,000",2022,,1 year,,"Media Content and Platforms; Radio; Audio; Media access and policy; Media justice; Media literacy; Journalism, news and information; Journalism, news, and information, general",Adolescents; Young adults; Students; Artists and performers; Economically disadvantaged people; LGBTQ people; Adolescent girls; Young women; Ethnic and racial groups,Program support; General support,Cash grants,Headwaters Foundation for Justice,"Minneapolis, MN United States",Listen Up Youth Radio,"St Paul, MN United States",PROJECT SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2629,"$20,000",2022,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,General support,Cash grants,Hollywood Foreign Press Association,"West Hollywood, CA United States",International Documentary Association,"Los Angeles, CA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2630,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism; Journalism education",Not Specified,Program support,Cash grants,"International Center for Journalists, Inc.","Washington, DC United States",Multiple South Asia Recipients,,IT TAKES A JOURNALIST SUSTAINABILITY HUB,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2631,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism; Journalism education",Not Specified,Program support,Cash grants,"International Center for Journalists, Inc.","Washington, DC United States",Multiple Europe Recipients,,IT TAKES A JOURNALIST SUSTAINABILITY HUB,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2632,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism; Journalism education",Not Specified,Program support,Cash grants,"International Center for Journalists, Inc.","Washington, DC United States",Multiple Russia & Neighboring States Recipients,,IT TAKES A JOURNALIST SUSTAINABILITY HUB,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2633,"$20,000",2022,,1 year,,"Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Ethnic and racial groups,General support,Cash grants,Ivorybill Foundation Inc C/o P Martin Ashford Advisors LLC,"Pittsford, NY United States",ISSUE ONE,"Washington, DC United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2634,"$20,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,J Walton Bissell Foundation Inc,"West Hartford, CT United States",CONNECTICUT NEWS PROJECT INC,"Hartford, CT United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2635,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adolescents; Students,Program support; Public engagement and education,Cash grants,John William Pope Foundation,NC United States,Young America's Foundation,"Reston, VA United States",RESTRICTED - NATIONAL JOURNALISM CENTER,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2636,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Public engagement and education,Cash grants,Joseph Alexander Foundation Inc,"Fort Washington, PA United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2637,"$20,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Adults; Students; Adolescents,General support,Cash grants,Laffey-Mchugh Foundation,"Wilmington, DE United States",Delaware Public Media Corporation,"Dover, DE United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2638,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Advocacy journalism",Not Specified,General support,Cash grants,Lakeside Foundation,"Jenkintown, PA United States",American Journalism Project Inc,"Washington, DC United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2639,"$20,000",2022,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Constituency journalism",Adults,General support,Cash grants,Lga Family Foundation,"Honolulu, HI United States",Hawaii Public Radio,"Honolulu, HI United States",FOR GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2640,"$20,000",2022,,1 year,,"Media access and policy; Media justice; Media literacy; Journalism, news and information; Citizen journalism",Adults; Ethnic and racial groups,General support,Cash grants,Mary Reynolds Babcock Foundation Incorporated,"Winston Salem, NC United States",Canopy Atlanta Inc,"Atlanta, GA United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2641,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Economically disadvantaged people,Not Specified,Cash grants,Mid-America Arts Alliance,"Kansas City, MO United States",Voice of Arkansas Minority Advocacy Council,"Jonesboro, AR United States",ART SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2642,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Morgan Stanley Global Impact Funding Trust Inc,"INDIANAPOLIS, IN United States",Northwestern University Pritzker School of Law,"Evanston, IL United States",UNRESTRICTED GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2643,"$20,000",2022,,1 year,,"Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,General support,Cash grants,Morgan Stanley Global Impact Funding Trust Inc,"INDIANAPOLIS, IN United States",Ideastream,"Cleveland, OH United States",UNRESTRICTED GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2644,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults; Economically disadvantaged people; Incarcerated people,Not Specified,Cash grants,Move the World Foundation,"South Dartmouth, MA United States",The Massachusetts Institute for A New Commonwealth Inc. (MassINC),"Boston, MA United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2645,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Teachers,Program support,Cash grants,National Institute for Health Care Management Foundation,"Washington, DC United States",SCIENCE FRIDAY INITIATIVE INC,"New York City, NY United States",EXEMPT PURPOSE RELATED JOURNALISM GRANT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2646,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,National Institute for Health Care Management Foundation,"Washington, DC United States",Society for Science & The Public,"Washington, DC United States",EXEMPT PURPOSE RELATED JOURNALISM GRANT.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2647,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,National Institute for Health Care Management Foundation,"Washington, DC United States",Boston Globe Media Partners LLC,"BOSTON, MA United States",EXEMPT PURPOSE RELATED JOURNALISM GRANT.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2648,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,National Institute for Health Care Management Foundation,"Washington, DC United States",The Conversation US,"Waltham, MA United States",EXEMPT PURPOSE RELATED JOURNALISM GRANT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2649,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,National Institute for Health Care Management Foundation,"Washington, DC United States",The Carter Center Inc,"Atlanta, GA United States",EXEMPT PURPOSE RELATED JOURNALISM GRANT.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2650,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,National Institute for Health Care Management Foundation,"Washington, DC United States",The Poynter Institute for Media Studies Inc,"St Petersburg, FL United States",EXEMPT PURPOSE RELATED JOURNALISM GRANT.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2651,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Systems reform; Ethics and accountability,Cash grants,Organized Crime and Corruption Reporting Project (OCCRP),"Washington, DC United States",Multiple Russia and the Newly Independent States Recipients,,SUPPORT TO INVESTIGATIVE JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2652,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Adults; Activists,Not Specified,Cash grants,Park Foundation Inc,"Ithaca, NY United States","Fairness & Accuracy In Reporting, Inc.","New York City, NY United States",COUNTERSPIN,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2653,"$20,000",2022,,1 year,,"Media access and policy; Media democracy; Journalism, news and information; Citizen journalism",Not Specified,Not Specified,Cash grants,Proteus Fund,"Amherst, MA United States",Center for Media and Democracy Inc,"Madison, WI United States",DEMOCRACY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2654,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Ramp Foundation,"Woodside, CA United States",Invisible Institute,"Chicago, IL United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2655,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults,General support,Cash grants,Raymond James Charitable Endowment Fund,"St Petersburg, FL United States",HONESTREPORTING USA,"New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2656,"$20,000",2022,"Discovery Science, Civic Science, and Philanthropic Lab",1 year,,"Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",Academics,Program support; Public engagement and education; Research,Cash grants,Rita Allen Foundation,"Princeton, NJ United States",Trustees of Boston University Boston University College of Communication,"Boston, MA United States",Science Misinformation: Prevalent Misconceptions and Effective Mitigation Strategies,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2657,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,General support,Cash grants,Roaring Brook Family Foundation,"Lenox, MA United States",Orion Society,"Northampton, MA United States",GENERAL FUNDING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2658,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,"Program support; Policy, advocacy and systems reform",Cash grants,San Francisco Foundation,"San Francisco, CA United States",Sociedad Interamericana De Prensa Inc,"Miami, FL United States",ADVISED - TO SUPPORT THE CHAPULTEPEC PROJECT.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2659,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Select Equity Group Foundation,"New York City, NY United States",Magnum Cultural Foundation,"New York City, NY United States",SEG Voices,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2660,"$20,000",2022,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",International Documentary Association,"Los Angeles, CA United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2661,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adolescents; Children and youth; Adults,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Youth Radio,"Oakland, CA United States",Youth Development,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2662,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,"Policy, advocacy and systems reform; Research",Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",TRACE MEDIA INC,"Brooklyn, NY United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2663,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Artists and performers,"Awards, prizes and competitions; Publications",Cash grants,Spectemur Agendo Inc,"Washington, DC United States",Type Media Center,"New York City, NY United States",GENERAL SUPPORT-CULTURE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2664,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Telecommunications infrastructure; Telecommunications Infrastructure, general; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,St and Margaret D Harris Foundation,"Atlanta, GA United States",Georgia Public Telecommunications Commission,"Atlanta, GA United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
