amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"$60,000",2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Advocacy; Ethics and accountability; Systems reform,Cash grants,Greater Washington Community Foundation,"Washington, DC United States","PRO Publica, Inc.","New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$60,000",2024,,2 years,"General operating support grant for the National Association of Hispanic Journalists, 2024-2025","Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,General support,Cash grants,Robert Wood Johnson Foundation,"Princeton, NJ United States",NAHJ Association,"Washington, DC United States",To support the general operations of the National Association of Hispanic Journalists.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$55,000",2024,Other Grantmaking,1 year,,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Program support,Cash grants,The Ford Foundation,"New York City, NY United States","Pink Gators, Inc.","Detroit, MI United States","For the impact campaign for ""It Was All a Dream"", a documentary film reflecting on the dawn of the golden era of hip-hop",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$50,000",2024,Jewish Life,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Jewish people; Adults; Parents,Capacity-building and technical assistance; Program support,Cash grants,Charles H Revson Foundation Inc,"New York City, NY United States",70 Faces Media,"New York City, NY United States","Support for Elevating Local Jewish Newspapers, including an assessment of digital needs and creation of a business plan",http://revsonfoundation.org/grants/category/jewish-life/
"$50,000",2024,Media,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Recordings and broadcasts; General support; Public engagement and education; Advocacy; Publications,Cash grants,Park Foundation Inc,"Ithaca, NY United States",FUND FOR THE CITY OF NEW YORK INC,"New York City, NY United States",General Operating Support for Reporting Right,https://www.parkfoundation.org/grants/grants-database
"$50,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Recordings and broadcasts; Exhibits; Public engagement and education; Publications; Online media,Cash grants,Terra Foundation for American Art,"Chicago, IL United States",Window to the World Communications Inc,"Chicago, IL United States","WTTW News produces and presents a series of eight to twelve digital stories about art and design in Chicago in conjunction with Art Design Chicago. These longform stories are displayed on news.wttw.com, with four to six featuring as broadcast segments on one of the news-magazine shows Chicago Tonight, Chicago Tonight: Black Voices, and Chicago Tonight: Latino Voices. Potential storylines include coverage of exhibitions, artist interviews, discussions on Chicago's art and design history, and profiles of community art spaces. Together, the stories (shared on artdesignchicago.org) aim to encapsulate the essence of Art Design Chicago by highlighting the city's artistic heritage and its creative communities",https://www.terraamericanart.org/grant/
"$50,000",2024,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Constituency journalism; Citizen journalism",Not Specified,Not Specified,Cash grants,The Dorothy and Marshall M Reisman Foundation,"DeWitt, NY United States",Central Current Inc,"Syracuse, NY United States",SUPPORT FULL TIME REPORTING 2 OF 3,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$50,000",2024,Other Grantmaking,1 year,,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,General support,Cash grants,The Ford Foundation,"New York City, NY United States",New Venture Fund,"Washington, DC United States","Core support for the Narrative Initiative, to edit, design, and distribute narrative strategy learning to a broad audiences of practitioners, funders, and researchers.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$50,000",2024,Other Grantmaking,1 year,,"Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,General support,Cash grants,The Ford Foundation,"New York City, NY United States",The Trustees of Columbia University in the City of New York,"New York City, NY United States","Core support for ""Word: Life"" a conference focused on the 50th Anniversary of Hip Hop spotlighting journalists, critics and storytellers that documented and chronicled hiphop over its development and to fund an award named for social critic Greg Tate",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$50,000",2024,Civic Engagement and Government,1 year and 6 months,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",People of African descent; Low-income people,Program support,Cash grants,The Ford Foundation,"New York City, NY United States",Associacao Periferia Em Movimento,"São Paulo, Brazil","To foster diversity in the independent journalism ecosystem, to explore new mechanisms for distribution and to promote media education among periphery young journalists",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$50,000",2024,Other Grantmaking,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",People of African descent; Ethnic and racial groups,General support,Cash grants,The Ford Foundation,"New York City, NY United States",National Association of Black Journalists,"College Park, MD United States","Core support for the ""Get This Work"" panel to discuss the reality of the current media landscape and why media professionals might consider a nonprofit newsroom",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$50,000",2024,Communications,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",Not Specified,Program support; Publications,Cash grants,The Keith Campbell Foundation for the Environment Inc,"Bethesda, MD United States",Bay Journal Media Inc,"Mayo, MD United States",Bay Journal Media provides reporting on environmental issues affecting the Chesapeake Bay region,https://www.campbellfoundation.org/grantee_search/
"$50,000",2024,PUBLIC & SOCIETY BENEFIT,1 year,Capacity Building support for TAAL,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Religious groups; LGBTQ people; Women and girls; Immigrants and migrants; Victims and oppressed people,Capacity-building and technical assistance,Cash grants,Weingart Foundation,"Los Angeles, CA United States",Truth & Accountability League,"Valley Village, CA United States",Capacity Building,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$50,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,William Penn Foundation,"Philadelphia, PA United States",The Lenfest Institute for Journalism,"Philadelphia, PA United States",Implementation planning for the Philadelphia Community Gift Fund,https://williampennfoundation.org/view-grants
"$40,000",2024,,1 year,General Operating Support,"Journalism, news and information; Investigative journalism",At-risk youth; Economically disadvantaged people; Immigrants and migrants; Incarcerated people; LGBTQ people,General support,Cash grants,California Endowment,"Los Angeles, CA United States",Truthout,"Sacramento, CA United States",To support an organization providing health and justice reporting to advance investigative journalism and narrative reframing that reveals the direct link between structural racism and ongoing health inequities in California.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$40,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism; Advocacy journalism",Adults; Children and youth,Performances; Recordings and broadcasts; Commissioning new works; Publications,Cash grants,Margaret & Martha Thomas Foundation,"Beatrice, NE United States",Nebraska Public Media Foundation Inc,"Lincoln, NE United States",PRODUCTION OF NEBR. STORIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$36,000",2024,Education,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Individual development,Cash grants,Conrad N Hilton Foundation,"Westlake Village, CA United States",Pasadena City College Foundation,"Pasadena, CA United States","$18,000 to support the James R. Galbraith Endowed Scholarship for Speech and $18,000 for the James R. Galbraith Endowed Journalism Scholarship",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$35,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Grew Family Charitable Foundation,"BOSTON, MA United States","WMHT Educational Telecommunications, Inc.","Troy, NY United States",GENERAL PURPOSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$35,000",2024,Other Grantmaking,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,The Ford Foundation,"New York City, NY United States",International Documentary Foundation (dba International Documentary Assoc,"LOS ANGELES, CA United States",For the Archival Producers Alliance for the Local Television News Archives Initiative to assess and report on the state of local television news archives in New York City,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$30,000",2024,Community Matters,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Academics,Online media; Online engagement; Public engagement and education; Equal access,Cash grants,Bader Philanthropies Inc,"Milwaukee, WI United States",Marquette University,"Milwaukee, WI United States","This Grant supports the Grantee's daily, online reporting in Milwaukee's diverse and underserved neighborhoods, including comprehensive reporting, video creation, and website coordination",https://www.bader.org/grants/
"$30,000",2024,Violence Prevention,1 year,"Reporting on Gun Violence in Chicago: Spotlighting Community Voices, Solutions, and Accountability","Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Victims of crime and abuse,Program support,Cash grants,Paul M Angell Family Foundation,"Chicago, IL United States",Trace Media Inc,"Brooklyn, NY United States","Chicagoans affected by gun violence have expressed concern with the media’s coverage of their neighborhoods as being superficial and overly negative. Both residents and researchers have said that prevailing approaches to covering gun violence in Chicago can cause harm. Meanwhile, officials in City Hall and Springfield have often tried to blame gun violence on under-resourced communities, even as those leaders fail to do more to implement and sustain equitable solutions. To combat this, last year we established a bureau in Chicago to challenge misleading narratives and drive more beneficial coverage of the city’s fight against gun violence. Employing an initial team of two native Chicago journalists – one producing accountability and solutions reporting, the other dedicated to community engagement – our investment is equipping The Trace to play an important role in sustaining the civic dialogues critical to building safer communities. Alongside our reporting, this year we engaged our first cohort of gun violence survivors through a Survivor Storytelling Project that empowers Chicago survivors of gun violence to tell their own stories, ensuring that those most impacted by the problem are directly shaping the narrative around shootings. Funding from the Paul M. Angell Foundation will enable us to: * Produce a min. of 12 articles that will compare Chicago’s official response to gun violence to what experts and residents say is really needed; scrutinize the implementation of the new state gun violence prevention package in IL; and distill the findings of research on the root causes and solutions to gun violence so that those insights reach policymakers and the public. * Complete the second year of our Survivor Storytelling Project, which will empower and compensate gun violence survivors to produce their own narratives. * Develop or expand collaborations with diverse Chicago media partners to amplify our impact and ensure we’re reaching communities with the highest need.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$30,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; General support,Cash grants,The Nicholas B Ottaway Foundation Inc,"New York City, NY United States",TRACE MEDIA INC,"Brooklyn, NY United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$28,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",Not Specified,Equal access,Cash grants,Seattle Foundation,"Seattle, WA United States",Fundación Eric (fundaeric - Radio Progreso),"El Progreso, Honduras","Grant funds will support Radio Progreso's journalism to strengthen its network of community-based journalists. Additionally, these funds enable Fundación Eric to include questions about media consumption in its annual opinion survey.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,Community Matters,1 year,,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Equal access,Cash grants,Bader Philanthropies Inc,"Milwaukee, WI United States",The Uwm Foundation Inc,"Milwaukee, WI United States","This Grant supports the Grantee's efforts to address the underrepresentation of voices of Black, Indigenous, and People of Color in broadcast journalism through a year-long, paid fellowship",https://www.bader.org/grants/
"$25,000",2024,,2 years,Promoting Awareness of Community Health Issues Via Health Journalism,"Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,California Endowment,"Los Angeles, CA United States",University of Southern California,"Los Angeles, CA United States",To improve and support health journalism and reporting on the health of communities that promotes the awareness and understanding of today's critical community health issues throughout Los Angeles.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,,1 year,Supporting Reporting on Health Inequities in Latino Communities,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Program support,Cash grants,California Endowment,"Los Angeles, CA United States",California Chicano News Media Assoc Asu Walter Cronkite School of Journalism,"Los Angeles, CA United States","To address health, racial and social justice disparities impacting Latino communities in California through news reports, webinars, workshops and panel discussions to expand audience outreach and broaden journalists' understanding of the issues.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,,1 year,El Timpano - Increasing Health Outcomes Through Journalism,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Program support,Cash grants,California Endowment,"Los Angeles, CA United States",INDEPENDENT ARTS & MEDIA,"San Francisco, CA United States",To elevate racial and health equity issues through journalism that centers community voice and power in Oakland and across the San Francisco Bay Area.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,,1 year,Supporting Reporting of Health and Racial Disparities in Latino Communities,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Program support,Cash grants,California Endowment,"Los Angeles, CA United States",California Chicano News Media Assoc Asu Walter Cronkite School of Journalism,"Los Angeles, CA United States",To support new and existing reporting programs that cover health and racial disparities impacting Latino communities in California.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,,1 year,Increasing Health and Racial Equity News Reporting,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Program support,Cash grants,California Endowment,"Los Angeles, CA United States",Cityside Journalism Initiative,"Berkeley, CA United States",To support racial and health equity news reporting to increase the health outcomes of disadvantaged communities and communities of color throughout Northern California.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,,1 year,Supporting Journalism at the Nexus of Health and Justice,"Journalism, news and information; Investigative journalism",At-risk youth; Economically disadvantaged people; Immigrants and migrants; Incarcerated people; LGBTQ people,Program support,Cash grants,California Endowment,"Los Angeles, CA United States",Truthout,"Sacramento, CA United States",To support journalism that shepherds discussions at the intersection of health and justice across California.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,,1 year,Advancing Health and Racial Equity News Coverage,"Journalism, news and information; Journalism, news, and information, general",Families,Program support,Cash grants,California Endowment,"Los Angeles, CA United States",Cityside Journalism Initiative,"Berkeley, CA United States",To elevate racial and health inequities through news reporting that will improve the health outcomes of communities of color throughout Northern California.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Madigan Family Foundation C/o Madden Jiganti Moore & Sinars,"Chicago, IL United States","Committee to Protect Journalists, Inc.","New York City, NY United States",CHARITABLE PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,Other Grantmaking,1 year,Nonprofit Media,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",Not Specified,Program support; Public engagement and education,Cash grants,MCKNIGHT FOUNDATION,"Minneapolis, MN United States",Minnesota Public Radio | American Public Media,"St Paul, MN United States","to identify, elevate, and invest in emerging media and journalism ventures through the Next Challenge at the Glen Nelson Center, a program of Minnesota Public Radio",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,Media,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",At-risk youth; Economically disadvantaged people; Immigrants and migrants; Incarcerated people; LGBTQ people,General support,Cash grants,Park Foundation Inc,"Ithaca, NY United States",Truthout,"Sacramento, CA United States",General operating support,https://www.parkfoundation.org/grants/grants-database
"$25,000",2024,,1 year,,"Journalism, news and information; Investigative journalism; Advocacy journalism",Not Specified,General support; Advocacy,Cash grants,Seattle Foundation,"Seattle, WA United States",INVESTIGATEWEST,"Seattle, WA United States",to provide general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students; Adults,Presentations and productions; Program support,Cash grants,Terra Foundation for American Art,"Chicago, IL United States",URBAN GATEWAYS,"Chicago, IL United States","The youth-led webzine MILDSAUCE: The Art and Fashion Issue explores the question, ""How Does Art Influence Fashion and Vice Versa?"" and considers the impact of art and fashion on Chicago artists Nick Cave and the late Virgil Abloh. The young journalists use various media and processes (interviews, writing, video, and podcasting) to tell stories intended to delve deeply into the relationships between contemporary art and fashion in Chicago",https://www.terraamericanart.org/grant/
"$25,000",2024,Other Grantmaking,6 months,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Ford Foundation,"New York City, NY United States",The National Lesbian and Gay Journalists Associati,"WASHINGTON, DC United States","Core support for the ""Ethics, Opportunity & Challenges: How journalists can use AI effectively and ethically in the newsroom"" panel conversation",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,,1 year,,"Journalism, news and information; Investigative journalism",Low-income people,Program support; General support,Cash grants,The Nicholas B Ottaway Foundation Inc,"New York City, NY United States",Fund for Investigative Journalism Inc,"Washington, DC United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$25,000",2024,,1 year,,"Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; People with disabilities; Substance abusers; Economically disadvantaged people; Immigrants and migrants,Program support; General support,Cash grants,The Nicholas B Ottaway Foundation Inc,"New York City, NY United States",San Francisco Public Press,"San Francisco, CA United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$23,600",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Jewish people; Adults; Parents,General support,Cash grants,Joshua & Geula Solomon Family Foundation,"New York City, NY United States",70 Faces Media,"New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$22,800",2024,Legacy,1 year,,"Journalism, news and information; Journalism education",Not Specified,"Presentations and productions; Policy, advocacy and systems reform",Cash grants,Bader Philanthropies Inc,"Milwaukee, WI United States","eduRoma, o.z.",Slovakia,"This Grant supports the Grantee's goals of focusing on important issues of social concern affecting Slovak Roma and other minorities with in-depth journalism, solution-based journalism, increasing readership and published articles, increasing brand recognizability, introducing a redesigned website, and offering new formats, as well as continuing the journalist training program",https://www.bader.org/grants/
"$20,000",2024,,1 year,,"Journalism, news and information; Constituency journalism",Religious groups,General support,Cash grants,1185 Park Foundation Inc,"New York City, NY United States",Jewish News Service Inc,"Newton Center, MA United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$20,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Curusis Family Charitable Foundation C/o First-Citizens Bank & Trust Company,"Raleigh, NC United States",Nevada City Community Broadcast Group,"Nevada City, CA United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$20,000",2024,,1 year,,"Journalism, news and information; Investigative journalism; Advocacy journalism; Journalism education",Not Specified,Capital campaigns; Program support,Cash grants,Greater Washington Community Foundation,"Washington, DC United States","International Center for Journalists, Inc.","Washington, DC United States",It Takes A Journalist Campaign,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$20,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States","International Center for Journalists, Inc.","Washington, DC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$20,000",2024,,1 year,ICT Mountain Bureau - Health Reporting,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Public engagement and education,Cash grants,Headwaters Foundation,"Missoula, MT United States",Indij Public Media,"Phoenix, AZ United States","To produce and elevate news stories of social determinants of health by and for Indigenous populations, with a particular focus in western Montana.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$20,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism education",Children and youth; Students,Program support,Cash grants,Joseph Drown Foundation,"LOS ANGELES, CA United States",The 74 Media Inc,"New York City, NY United States",LA SCHOOL REPORT COLLABORATION WITH USC-ANNENBERG SCHOOL OF JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$20,000",2024,Media,1 year,,"Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Park Foundation Inc,"Ithaca, NY United States",Institute for Public Accuracy,"Oakland, CA United States",General operating support,https://www.parkfoundation.org/grants/grants-database
"$20,000",2024,Arts Culture and Humanities: Media and Communication,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,"Program support; Policy, advocacy and systems reform; Fiscal sponsorships",Cash grants,The Bush Foundation,"St Paul, MN United States",MinnPost,"Minneapolis, MN United States","MinnPost aims to increase accountability of government and public institutions, foster civic engagement and conversations, and illuminate the human lives affected by decision-making in Minnesota. The newsroom covers a range of state and local topics, including the environment, criminal justice, housing, public safety, racial disparities, health equity, urban planning, and arts & culture ? with a particular focus on how decisions are made and how public policies impact the lives of Minnesotans. Through a media sponsorship, we are able to support local news media and reach people throughout Minnesota to make them aware of our program offerings and resources throughout the year.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$20,000",2024,Creativity and Free Expression,6 months,,"Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",People of African descent,General support,Cash grants,The Ford Foundation,"New York City, NY United States",The Howard University,"Washington, DC United States",Core support for The Hilltop Newspaper Centennial celebration and its operations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$20,000",2024,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; General support,Cash grants,The Nicholas B Ottaway Foundation Inc,"New York City, NY United States","Committee to Protect Journalists, Inc.","New York City, NY United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$20,000",2024,,1 year,,"Media Content and Platforms; Print; Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Investigative journalism; Citizen journalism",Adults; Economically disadvantaged people; Incarcerated people; Academics; Activists,General support,Cash grants,The Windover Foundation,"BOSTON, MA United States",MAINE CENTER FOR PUBLIC INTEREST REPORTING,"Augusta, ME United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$20,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Vanmeterbarnhart Family Fund,"Eugene, OR United States",The Lenfest Institute for Journalism,"Philadelphia, PA United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$18,000",2024,Education,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Individual development,Cash grants,Conrad N Hilton Foundation,"Westlake Village, CA United States",Pasadena City College Foundation,"Pasadena, CA United States","$9,000 to support the James R. Galbraith Endowed Scholarship for Speech and $9,000 for the James R. Galbraith Endowed Journalism Scholarship",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$15,000",2024,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States","Committee to Protect Journalists, Inc.","New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$15,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Helen V Brach Foundation,"Chicago, IL United States",St Agatha's Chruch,"Chicago, IL United States","To support the St. Agatha, News School, a journalism program for at-risk youth and young adults",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$15,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,Nina Mason Pulliam Charitable Trust,"Indianapolis, IN United States",Hoosier State Press Assoc Foundation Inc,"Indianapolis, IN United States","Publicize, implement and manage the 2024 and 2025 and 2026 Nina Mason Pulliam Environmental Journalism Awards",https://www.ninapulliamtrust.org/grantees/
"$15,000",2024,,1 year,,"Journalism, news and information; Investigative journalism; Advocacy journalism",Not Specified,Not Specified,Cash grants,The Parker Foundation,"Carlsbad, CA United States",Voice of San Diego,"San Diego, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$10,200",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,T Rowe Price Program for Charitable Giving Inc,"Baltimore, MD United States","National Public Radio, Inc.","Washington, DC United States",MULTIPLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$10,000",2024,Global Policy and Advocacy,1 year,"Teachers College, Columbia University","Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,BILL & MELINDA GATES FOUNDATION,"Seattle, WA United States",Teachers College Columbia University,"New York City, NY United States",to support the endeavors of graduate students pursuing data journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$10,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,Charles H Stout Foundation,"Reno, NV United States","University of Nevada, Reno","Reno, NV United States",AL STAVITSKY NEWSROOM CONVERSION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$10,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support,Cash grants,Cooper E Etal Ttees C-S Fam Fdn-Agy,"Pittsburgh, PA United States","National Public Radio, Inc.","Washington, DC United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$10,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Donald and Lorena Meier Foundation,"Pennington, NJ United States",Nebraska Public Media Foundation Inc,"Lincoln, NE United States",UNRESTRICTED GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$10,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",Washington Monthly Institute,"Washington, DC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$10,000",2024,Our Shared Purpose,2 months,Funding for scholarships to be announced at MLK Jr. Breakfast Event,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; People of African descent; Adolescents; Students,Program support,Cash grants,MEYER MEMORIAL TRUST,"Portland, OR United States",Skanner Foundation,"Portland, OR United States",For scholarships to honor BIPOC students in Oregon who are pursuing their college degrees,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$10,000",2024,,1 year,,"Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Adults; Economically disadvantaged people; Immigrants and migrants; Ethnic and racial groups; Children and youth,General support,Cash grants,Strong Foundation of New York,"New York City, NY United States","The GroundTruth Project, Inc.","Boston, MA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$10,000",2024,Defending Basic Freedoms,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Advocacy journalism",Not Specified,Not Specified,Cash grants,The Herb Block Foundation,"Washington, DC United States",Cartoonists Rights Network Internationalinc,"Arlington, VA United States",Not Specified,https://www.herbblockfoundation.org/programs/grantees
"$10,000",2024,,1 year,,"Media Content and Platforms; Radio; Web-based media; Journalism, news and information; Advocacy journalism",Adults; Emergency responders; Military personnel; Veterans,Not Specified,Cash grants,Vietnam Veterans of America Inc,"Silver Spring, MD United States",Veterans Radio America Inc,"Ann Arbor, MI United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
