amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adolescent boys; Christians; Adolescent girls,"SUPPORT STRATEGY: Awards, prizes and competitions; Financial sustainability; Regranting",TRANSACTION TYPE: Cash grants,The Center for Cultural Power,"Oakland, CA United States",Dulce Upfront Labs,"Fresno, CA United States",ARTIST DISRUPTOR AWARDS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Citizen journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Chicago Community Trust,"Chicago, IL United States",Center for Media and Democracy Inc,"Madison, WI United States",General Operating Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Klungness Family Foundation Inc,"Wilmington, DE United States","National Public Radio, Inc.","Washington, DC United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Magnolia Charitable Foundation,"Wilmington, DE United States","National Public Radio, Inc.","Washington, DC United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Ethics and accountability; Systems reform,TRANSACTION TYPE: Cash grants,The Manaaki Foundation,"Chicago, IL United States","PRO Publica, Inc.","New York City, NY United States",EXEMPT PURPOSE OF ORGANIZATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Sexual identity; Religious groups; Family relationships; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Marvin and Dee Woodall Charitable Foundation,"Doylestown, PA United States",Bucks County Herald Foundation,"Doylestown, PA United States",CHARITABLE CONTRIBUTION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,PROGRAM AREA: Film/Video,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Film/video; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adolescents; Adults; At-risk youth,SUPPORT STRATEGY: Recordings and broadcasts; General support,TRANSACTION TYPE: Cash grants,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,"Washington, DC United States",Docs In Progress,"Silver Spring, MD United States","$20,000 outright and $10,000 as a 1:1 match for general support.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Nicholas B Ottaway Foundation Inc,"New York City, NY United States",TRACE MEDIA INC,"Brooklyn, NY United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Otto M Budig Family Foundation,"Cincinnati, OH United States","Cincinnati Public Radio, Inc.","Cincinnati, OH United States",UNRESTRICTED CONTRIBUTION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",St. John's University,"Jamaica, NY United States",SUPPORT ORGANIZATION'S PROGRAMS & ACTIVITIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Capital campaigns; Presentations and productions,TRANSACTION TYPE: Cash grants,The Tika Foundation,"Wilmington, DE United States",Minnesota Public Radio | American Public Media,"St Paul, MN United States",MPR Capital Campaign specifically to support the APM Reports Investigative Unit,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,PROGRAM AREA: Special Projects,GRANT DURATION: 1 year,GRANT TITLE: for sponsorship of the annual conference in Philadelphia,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The William & Flora Hewlett Foundation,"Menlo Park, CA United States",Online News Association,"Washington, DC United States","The Online News Association is a nonprofit membership organization for digital journalists ? connecting journalism, technology, and innovation. This grant sponsored the Online Journalism Awards at their annual conference in Philadelphia.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism",POPULATION SERVED: Adolescents; Adolescent boys; Adolescent girls,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Todd and Mary Heistand Family Foundation,"Woodbine, IA United States",Go Beyond Nebraska (f/k/a Buford Foundation Inc),"Omaha, NE United States",OPERATING EXPENSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education,TRANSACTION TYPE: Cash grants,W.K. Kellogg Foundation,"Battle Creek, MI United States",EDUCATION WRITERS ASSOCIATION,"Washington, DC United States",sponsor an annual event that provides professional development and support for education journalists,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Telecommunications infrastructure; Internet access; Media access and policy; Media democracy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Low-income people,"SUPPORT STRATEGY: Equal access; Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,Warsh-Mott Legacy,"Petaluma, CA United States",Free Press,"Washington, DC United States",SURVEILLANCE PROGRAM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Yen Chuang Foundation,"Sunnyvale, CA United States","PRO Publica, Inc.","New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $30,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media access and policy, general; Journalism, news and information; Investigative journalism; Constituency journalism",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Public engagement and education; Program support,TRANSACTION TYPE: Cash grants,Z. Smith Reynolds Foundation,"Winston Salem, NC United States",Fresh Energy,"Minneapolis, MN United States",ENERGY NEWS NETWORK NORTH CAROLINA REPORTING PROJECT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $29,998",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Film/video; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Students; Ethnic and racial groups; Muslims,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,American Online Giving Foundation Inc,"Newark, DE United States",Islamic Scholarship Fund (ISF),"Berkeley, CA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $29,900",FISCAL YEAR: 2023,,GRANT DURATION: 1 year and 4 months,,"SUBJECT:Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Public engagement and education,TRANSACTION TYPE: Cash grants,Access Now,"New York City, NY United States",Anonymous Recipient,Myanmar,"Building the organizations sustainability and resiliency while continuing to produce digital rights investigative reports and running advocacy campaigns with businesses, international community, and the public; and focusing efforts on the 2023 general elections and anticipated increase in digital rights attacks",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $29,430",FISCAL YEAR: 2023,PROGRAM AREA: Trustworthy AI,GRANT DURATION: 10 months,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,MOZILLA FOUNDATION,"San Francisco, CA United States",Anonymous Recipient - South America (region),,The Risk Factor is a journalistic investigation project that takes the form of a short documentary from a feminist anti-colonial perspective about surveillance methods applied to monitor researchers and activists working on environmental conflicts in Latin America.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $29,332",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Local Independent Online News Publishers Inc,"Wilmington, DE United States",Outlier Media,"Detroit, MI United States",LION Awards,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $29,310",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Ethics and accountability,TRANSACTION TYPE: Cash grants,Schwab Charitable Fund,"Lone Tree, CO United States",Center for Public Integrity,"Washington, DC United States","PUBLIC, SOCIETAL BENEFIT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $29,300",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Students; Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Schwab Charitable Fund,"Lone Tree, CO United States",Renew Democracy Initiative Inc,"New York City, NY United States",EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $29,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Local Independent Online News Publishers Inc,"Wilmington, DE United States",The Red Hook Daily Catch Inc,"Red Hook, NY United States",Sustainability Audit,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $29,000",FISCAL YEAR: 2023,PROGRAM AREA: Communications,GRANT DURATION: 1 year,GRANT TITLE: National Association of Black Journalists Conference: A Panel on Reproductive Health,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: People of African descent,"SUPPORT STRATEGY: Conferences and exhibitions; Convening; Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,The Commonwealth Fund,"New York City, NY United States",National Association of Black Journalists,"College Park, MD United States","The Commonwealth Fund (Fund) will work collaboratively with the National Association of Black Journalists (NABJ) to host a panel session focused on reproductive health equity in a post Roe world. The Fund will invite several of its grantees, including Priska Neely and Maya Miller of Gulf States Newsroom, to participate. The 90-minute professional development session will take place at the NABJ National Conference and Career Fair in Birmingham, Alabama, August 2-6, 2023.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $29,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism education",POPULATION SERVED: Academics,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Yerrid Foundation Inc,"Tampa, FL United States",The Poynter Institute for Media Studies Inc,"St Petersburg, FL United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $28,554",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Blackbaud Giving Fund,"Daniel Island, SC United States","PRO Publica, Inc.","New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $28,447",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States",The Land Cle,"Cleveland, OH United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $28,360",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; LGBTQ people; Artists and performers; Social and economic status,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,BLUE GRASS COMMUNITY FOUNDATION INC.,"Lexington, KY United States",Lexington Community Radio,"Lexington, KY United States",TO FURTHER THE EXEMPT PURPOSE OF THE ORGANIZATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $28,200",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; People with disabilities; Substance abusers; Economically disadvantaged people; Immigrants and migrants,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Schwab Charitable Fund,"Lone Tree, CO United States",San Francisco Public Press,"San Francisco, CA United States",EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $28,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Associated Jewish Charities of Baltimore,"Baltimore, MD United States",Mesorah Heritage Foundation,"Rahway, NJ United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $28,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Individual development; Program support,TRANSACTION TYPE: Cash grants,Horizons Foundation,"San Francisco, CA United States",The Trustees of Columbia University in the City of New York,"New York City, NY United States",PROJECT SUPPORT FOR COLUMBIA UNIVERSITY GRADUATE SCHOOL OF JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,750",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Oak Park-River Forest Community Foundation,"Oak Park, IL United States",Growing Community Media NFP,"Oak Park, IL United States",CHARITABLE PURPOSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,700",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: People of African descent,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States",Capital B News Inc,"New York City, NY United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,700",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Activists; Academics; Economically disadvantaged people,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States","Next City, Inc.","Philadelphia, PA United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,700",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States","PRO Publica, Inc.","New York City, NY United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,700",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Economically disadvantaged people; Immigrants and migrants; Ethnic and racial groups; Children and youth,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States","The GroundTruth Project, Inc.","Boston, MA United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,700",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media justice; Journalism, news and information; Investigative journalism",POPULATION SERVED: Ethnic and racial groups; Low-income people,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States",The Futuro Media Group,"New York City, NY United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,700",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States",Publicsource,"Pittsburgh, PA United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,556",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,ADAMS COUNTY COMMUNITY FOUNDATION INC,"Gettysburg, PA United States",Adams Community Television,"New Oxford, PA United States",SEE STATEMENT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,443",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Print; Journalism, news and information; Investigative journalism; Advocacy journalism",POPULATION SERVED: Adults; Religious groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The William H Donner Foundation Inc,"Tarrytown, NY United States","American Spectator Educational Foundation, Inc.","Arlington, VA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,300",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Incarcerated people; Economically disadvantaged people; Activists; Academics,SUPPORT STRATEGY: Regranting; Program support; Technical assistance,TRANSACTION TYPE: Cash grants,Local Independent Online News Publishers Inc,"Wilmington, DE United States",The Appeal,"Landers, CA United States",Audit funding 2022 Cycle 4,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,258",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The US Charitable Gift Trust,"Boston, MA United States",Democracy Now Productions Inc,"New York City, NY United States",FOR RECIPIENT'S EXEMPT PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,170",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,American Online Giving Foundation Inc,"Newark, DE United States",COMMUNITY RADIO FOR NORTHERN COLORADO,"Greeley, CO United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $27,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Self-employed people; Unemployed people; Veterans; Retired people; People with hearing impairments; People with physical disabilities,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,M&c Somewhere Foundation,"Ripton, VT United States",Smart Elections Inc,"Brooklyn, NY United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $26,700",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Ethnic and racial groups; Low-income people; Students,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States",Civic News Company,"New York City, NY United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $26,600",FISCAL YEAR: 2023,PROGRAM AREA: Information and Communications,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Activists,"SUPPORT STRATEGY: Policy, advocacy and systems reform; Program support; Public engagement and education",TRANSACTION TYPE: Cash grants,Myriad USA,"New York City, NY United States",Inkululeko South Africa Media,"Cape Town, South Africa",for its investigative journalism and public interest work to hold South Africa’s policymakers and politicians accountable.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $26,436",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Nebraska Press Assoc Foundation,"Lincoln, NE United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $26,403",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States",Outlier Media,"Detroit, MI United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $26,000",FISCAL YEAR: 2023,PROGRAM AREA: Education,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Individual development,TRANSACTION TYPE: Cash grants,Conrad N Hilton Foundation,"Westlake Village, CA United States",Pasadena City College Foundation,"Pasadena, CA United States","$13,00 to support the James R. Galbraith Endowed Scholarship for Speech and $13,000 for the James R. Galbraith Endowed Journalism Scholarship",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $26,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Regranting; Program support; Technical assistance,TRANSACTION TYPE: Cash grants,Local Independent Online News Publishers Inc,"Wilmington, DE United States",CONNECTICUT NEWS PROJECT INC,"Hartford, CT United States",Audit funding 2022 Cycle 4,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $26,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics; Activists,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States",Muckrock Foundation Incorporated,"Boston, MA United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $26,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Vanguard Charitable,"Malvern, PA United States",FOOD AND ENVIRONMENT REPORTING NETWORK,"New York City, NY United States",FOR RECIPIENT'S EXEMPT PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,800",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,National Philanthropic Trust,"Jenkintown, PA United States","WMHT Educational Telecommunications, Inc.","Troy, NY United States",CULTURE & ARTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
