amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $10,219",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Systems reform; Ethics and accountability,TRANSACTION TYPE: Cash grants,Organized Crime and Corruption Reporting Project (OCCRP),"Washington, DC United States",Multiple Russia and the Newly Independent States Recipients,,SUPPORT TO INVESTIGATIVE JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,201",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Researchers; Activists,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,"Network for Good, Inc.","Washington, DC United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,150",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Donors Trust Inc,"Alexandria, VA United States",Student Free Press Association,"Hillsdale, MI United States",for general operations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,150",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Project Sycamore A NFP Corporation,"Austin, TX United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,100",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,HARTFORD FOUNDATION FOR PUBLIC GIVING,"Hartford, CT United States",Connecticut Health I-Team Inc,"Nantucket, MA United States",EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,100",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Jewish Communal Fund,"New York City, NY United States",Guardian Org Foundation,"Washington, DC United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,088",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Adults; At-risk youth; Economically disadvantaged people; Immigrants and migrants; Activists; Farmers; Families,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,American Online Giving Foundation Inc,"Newark, DE United States",Civil Eats,"Burlington, MA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,054",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Film/video; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Economically disadvantaged people; Homeless people; Age groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,"Network for Good, Inc.","Washington, DC United States",INVISIBLE PEOPLE,"Los Angeles, CA United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,040",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,American Online Giving Foundation Inc,"Newark, DE United States",Ideastream,"Cleveland, OH United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,023",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Miami Foundation,"Miami, FL United States",Americanwitness Inc,"Washington, DC United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Abundant Future Foundation,"Wilmington, DE United States",ISSUE ONE,"Washington, DC United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Alexander Family Foundation Inc,"South Norwalk, CT United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",General Fund,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Telecommunications infrastructure; Telecommunications Infrastructure, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,American Documentary Inc,"Brooklyn, NY United States",Georgia Public Telecommunications Commission,"Atlanta, GA United States",Our America subgrant,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; At-risk youth; Economically disadvantaged people; Immigrants,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Arrillaga Foundation,"Palo Alto, CA United States",Embarcadero Media Foundation,"Palo Alto, CA United States",HOLIDAY FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Ethnic and racial groups; Low-income people; Students,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Battery Foundation,"San Francisco, CA United States",Civic News Company,"New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Bydale Foundation,"Pennington, NJ United States","National Public Radio, Inc.","Washington, DC United States",GENERAL OPERATING EXPENSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,CALIFORNIA HUMANITIES,"Oakland, CA United States",Mendocino County Public Broadcasting,"Philo, CA United States",CORE PROGRAMS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism",POPULATION SERVED: People of African descent,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,City Employees Union Local 237 Ibt AFL-C,"New York City, NY United States",New York Amsterdam News,"New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Citizen journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Common Counsel Foundation,"Oakland, CA United States",Center for Media and Democracy Inc,"Madison, WI United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education,TRANSACTION TYPE: Cash grants,Community Foundation for Southeast Michigan,"Detroit, MI United States",PULITZER CENTER ON CRISIS REPORTING,"Washington, DC United States",ARTS PROGRAM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Economically disadvantaged people; Immigrants and migrants; Incarcerated people; Indigenous peoples,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Cooper Foundation,"Lincoln, NE United States",Nebraska Journalism Trust,"Omaha, NE United States",OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Crankstart Foundation,"SAN FRANCISCO, CA United States",Guardian Org Foundation,"Washington, DC United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Systems reform; Ethics and accountability,TRANSACTION TYPE: Cash grants,Das Charitable Foundation,"Dallas, TX United States","PRO Publica, Inc.","New York City, NY United States",To expose abuses of power and betrayals of the public trust.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: People of African descent,SUPPORT STRATEGY: Scholarships; Program support,TRANSACTION TYPE: Cash grants,Delaware Community Foundation,"Wilmington, DE United States",National Association of Black Journalists,"College Park, MD United States",RESTRICTED SUPPORT FOR NABJ MONETA SLEET LLL SCHOLARSHIP.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Dominion Energy Charitable Foundation,"Richmond, VA United States",Fairfield County School District Education Foundation,"Winnsboro, SC United States",FAIRFIELD POST STUDENT/COMMUNITY NEWSPAPER,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,PROGRAM AREA: Unknown,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adolescents; Children and youth; Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,East Bay Community Foundation,"Oakland, CA United States",Youth Radio,"Oakland, CA United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Public engagement and education; Program support; Publications,TRANSACTION TYPE: Cash grants,"F. M. Kirby Foundation, Inc.","Morristown, NJ United States",Adirondack Explorer Inc.,"Saranac Lake, NY United States",For support of Adirondack Water Reporting Project and related environmental reporting projects,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Falconwood Foundation,"New York City, NY United States",The American Independent Foundation,"Washington, DC United States","GENERAL SUPPORT, UNRESTRICTED",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Frechette Family Foundation,"Minneapolis, MN United States",James W Foley Legacy Foundation Inc,"Portsmouth, NH United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism; Advocacy journalism",POPULATION SERVED: Adults; Activists; Teachers; Retired people,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Full Circle Foundation,"Richmond, IL United States",YES! Media,"Poulsbo, WA United States",Publisher of solutions journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,PROGRAM AREA: Public Safety,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Greater Washington Community Foundation,"Washington, DC United States",ISSUE ONE,"Washington, DC United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Helen V Brach Foundation,"Chicago, IL United States",St Agatha's Chruch,"Chicago, IL United States","To support the St. Agatha Winslow Redmond Technology Center, offering News School a journalism program",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Henry L Kimelman Family Foundation,"Wilmington, DE United States",The Red Hook Daily Catch Inc,"Red Hook, NY United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Jane and Jon Outcalt Foundation,"Novelty, OH United States",Ideastream,"Cleveland, OH United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Ethnic and racial groups; Low-income people; Students,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Jeff and Jenifer Westphal Foundation,"Newtown Square, PA United States",Civic News Company,"New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Jewish Community Foundation of Greater Metrowest Nj,"Whippany, NJ United States",Mesorah Heritage Foundation,"Rahway, NJ United States",General charitable purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,PROGRAM AREA: Education,GRANT DURATION: 1 year,GRANT TITLE: Year-Round Literacy Programs [VAM],"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Preteens; Students; Ethnic and racial groups; Low-income people,SUPPORT STRATEGY: Network-building and collaboration; Outreach; Equal access; Presentations and productions,TRANSACTION TYPE: Cash grants,John Ben Snow Memorial Trust,"Syracuse, NY United States","Write on Sports, Inc","South Orange, NJ United States","In Newark, only 44% of 8th grade students met or exceeded expectations on the 2019 New Jersey Student Learning Assessment, the last one given prior to the COVID-19 school disruptions, compared with 63% statewide. Students performing below expectations enter high school without the writing, reading and critical thinking skills necessary to succeed in high school. They fall further behind and are more likely to become chronically absent or drop out. Those who do graduate from an underperforming school are not necessarily ready to succeed in college or career, often leaving them relegated to low wage jobs that perpetuate poverty. JerseyCAN reports that, based on student achievement at the beginning of the 2020-2021 school year, the school disruptions caused by COVID-19 are creating up to a 40% drop in English Language Arts proficiency among economically disadvantaged students, compared with about 30% for students overall. McKinsey & Co. reports that Black students were an average of six months behind at the end of the 2020-2021 school year, negatively impacting their future potential, including loss of up to $61,000 in lifetime earnings. Write on Sports (WoS) is requesting $10,000 to support operation and expansion of its innovative theme-based education programs for New Jersey middle school students at risk of failing. Through two-week summer camps and 10-12 week after-school programs, students improve their writing, reading, research and critical thinking abilities, sparked by enthusiasm for sports. The camps also introduce students to sports journalists who model interviewing skills and techniques by interviewing athletes and offer information on career pathways. Program interns are alumni who serve as role models for students, promoting the importance of academic achievement for future opportunities. The flagship programs include students from Newark, the Oranges, Hawthorne, Clifton and Montclair. Program participants become entry-level sports journalists. Students work both in groups and individually. Group activities include: interviewing guest sports professionals, players or coaches before a game; interviewing a guest in “locker room” mode; brainstorming and narrowing down ideas; discussing different versions of a story, and presenting a story to the group and creating a video feature story. Individual activities include writing a series of spot stories and a print feature story; Internet research; story revision; word choice; copy editing; keeping a notebook of previously unknown words they find in news stories; creating and keeping up individual blogs; keeping within time limits; and continuing to answer the question ""What is your story, and how does this help move it forward?"" WoS was recently awarded a contract from the Newark Public Schools to operate up to 6 after-school programs in the current school year, with more to follow in 2022-2023. Funding will be used to support both summer and after-school programs in Northern New Jersey.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Kickapoo Springs Foundation,"Abilene, TX United States",National Review Institute,"New York City, NY United States",OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Ethnic and racial groups; Health; Social and economic status,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Kittay Foundation Inc C/o Matthews & Co LLC,"New York City, NY United States",The New Food Economy Inc,"New York City, NY United States",FUNDING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Laborers International Union of Local Union 270,"San Jose, CA United States",San Jose News Bureau,"San Jose, CA United States",CHARITABLE DONATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,PROGRAM AREA: Education,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Outreach; Program support,TRANSACTION TYPE: Cash grants,"Lintilhac Foundation, Inc.","Shelburne, VT United States",The University of Vermont Foundation,"Burlington, VT United States",In support of the Community News Service,https://lintilhacfoundation.org/wp-content/uploads/2023/01/Report-of-2022-Grants.pdf
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Lori Schottenstein Foundation,"Columbus, OH United States",Mesorah Heritage Foundation,"Rahway, NJ United States",RELIGIOUS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support; Continuing support,TRANSACTION TYPE: Cash grants,Mako Foundation,"Chicago, IL United States",Center for Public Integrity,"Washington, DC United States",GENERAL OPERATING SUPPORT/ANNUAL GIFT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Artists and performers; People of African descent; People of Latin American descent; Women and girls,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Marguerite Casey Foundation,"Seattle, WA United States",Darryl Chappell Foundation,"Washington, DC United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Online media; Publications,TRANSACTION TYPE: Cash grants,Marshall and Margherite Mccomb Foundation,"Los Angeles, CA United States",Project X Foundation for Art and Criticism,"Los Angeles, CA United States",TO SUPPORT THE ART JOURNAL X-TRA AND ITS ONLINE PLATFORM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Me & Fj Callahan Foundation,"Chagrin Falls, OH United States",Ideastream,"Cleveland, OH United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Adults; At-risk youth; Economically disadvantaged people; Immigrants and migrants; Activists; Farmers; Families,SUPPORT STRATEGY: General support; Public engagement and education,TRANSACTION TYPE: Cash grants,Merck Family Fund,"Boston, MA United States",Civil Eats,"Burlington, MA United States",GENERAL SUPPORT FOR CIVIL EATS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; Advocacy,TRANSACTION TYPE: Cash grants,METRO UNITED WAY INC,"Louisville, KY United States",Kentucky Chamber of Commerce Executives,"Frankfort, KY United States",Address criminal justice issues in Kentucky,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Midler Family Foundation C/o Sussman & Associates,"Nashville, TN United States",Guardian Org Foundation,"Washington, DC United States",GENERAL DONATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; Public engagement and education,TRANSACTION TYPE: Cash grants,Mitchell Wolfson Sr Foundation C/o Mk Consulting LLC,"Miami, FL United States",American Journalism Project Inc,"Washington, DC United States","TO SUPPORT A FUTURE FOR LOCAL NEWS, AS GROWING AND SUSTAINING THEIR NEWSROOM.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Northlight Foundation Inc,"New York City, NY United States",Virginia Tech Foundation Inc,"Blacksburg, VA United States",SUPPORT ORGANIZATION'S PROGRAMS & ACTIVITIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Families,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Oos Charitable Corporation,"Fort Worth, TX United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Systems reform; Ethics and accountability,TRANSACTION TYPE: Cash grants,Organized Crime and Corruption Reporting Project (OCCRP),"Washington, DC United States",Multiple Europe Recipients,,SUPPORT TO INVESTIGATIVE JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
